Sl No,Parva,Kandah <M>,Sama Name,Swara symbol
345,आग्नेयपाठः,Kandah 1,वत्सस्यकाण्वस्यसामनीद्वे,प्लि
346,आग्नेयपाठः,Kandah 1,वत्सस्यकाण्वस्यसामनीद्वे,|
347,आग्नेयपाठः,Kandah 1,वत्सस्यकाण्वस्यसामनीद्वे,शा
348,आग्नेयपाठः,Kandah 1,वत्सस्यकाण्वस्यसामनीद्वे,|
349,आग्नेयपाठः,Kandah 1,वत्सस्यकाण्वस्यसामनीद्वे,षी
350,आग्नेयपाठः,Kandah 1,वत्सस्यकाण्वस्यसामनीद्वे,तू
351,आग्नेयपाठः,Kandah 1,वत्सस्यकाण्वस्यसामनीद्वे,त
352,आग्नेयपाठः,Kandah 1,वत्सस्यकाण्वस्यसामनीद्वे,श
353,आग्नेयपाठः,Kandah 1,वत्सस्यकाण्वस्यसामनीद्वे,|
354,आग्नेयपाठः,Kandah 1,वत्सस्यकाण्वस्यसामनीद्वे,षि
355,आग्नेयपाठः,Kandah 1,वत्सस्यकाण्वस्यसामनीद्वे,टू
356,आग्नेयपाठः,Kandah 1,वत्सस्यकाण्वस्यसामनीद्वे,कच्
357,आग्नेयपाठः,Kandah 1,वत्सस्यकाण्वस्यसामनीद्वे,शा
358,आग्नेयपाठः,Kandah 1,वत्सस्यकाण्वस्यसामनीद्वे,|
359,आग्नेयपाठः,Kandah 1,वत्सस्यकाण्वस्यसामनीद्वे,षी
360,आग्नेयपाठः,Kandah 1,वत्सस्यकाण्वस्यसामनीद्वे,टूच्
361,आग्नेयपाठः,Kandah 1,वत्सस्यकाण्वस्यसामनीद्वे,कच
362,आग्नेयपाठः,Kandah 1,वत्सस्यकाण्वस्यसामनीद्वे,शा
363,आग्नेयपाठः,Kandah 1,वत्सस्यकाण्वस्यसामनीद्वे,|
364,आग्नेयपाठः,Kandah 1,वत्सस्यकाण्वस्यसामनीद्वे,का
365,आग्नेयपाठः,Kandah 1,वत्सस्यकाण्वस्यसामनीद्वे,टा
366,आग्नेयपाठः,Kandah 1,वत्सस्यकाण्वस्यसामनीद्वे,खण्
367,आग्नेयपाठः,Kandah 1,वत्सस्यकाण्वस्यसामनीद्वे,|
368,आग्नेयपाठः,Kandah 1,वत्सस्यकाण्वस्यसामनीद्वे,प
369,आग्नेयपाठः,Kandah 1,वत्सस्यकाण्वस्यसामनीद्वे,शा
370,आग्नेयपाठः,Kandah 1,वत्सस्यकाण्वस्यसामनीद्वे,|
371,आग्नेयपाठः,Kandah 1,अग्नेश्चवैश्वानरस्यार्षेयम्,तु
372,आग्नेयपाठः,Kandah 1,अग्नेश्चवैश्वानरस्यार्षेयम्,ति
373,आग्नेयपाठः,Kandah 1,अग्नेश्चवैश्वानरस्यार्षेयम्,|
374,आग्नेयपाठः,Kandah 1,अग्नेश्चवैश्वानरस्यार्षेयम्,च
375,आग्नेयपाठः,Kandah 1,अग्नेश्चवैश्वानरस्यार्षेयम्,चा
376,आग्नेयपाठः,Kandah 1,अग्नेश्चवैश्वानरस्यार्षेयम्,टी
377,आग्नेयपाठः,Kandah 1,अग्नेश्चवैश्वानरस्यार्षेयम्,ख
378,आग्नेयपाठः,Kandah 1,अग्नेश्चवैश्वानरस्यार्षेयम्,ण
379,आग्नेयपाठः,Kandah 1,अग्नेश्चवैश्वानरस्यार्षेयम्,|
380,आग्नेयपाठः,Kandah 1,अग्नेश्चवैश्वानरस्यार्षेयम्,ख
381,आग्नेयपाठः,Kandah 1,अग्नेश्चवैश्वानरस्यार्षेयम्,प्ल
382,आग्नेयपाठः,Kandah 1,अग्नेश्चवैश्वानरस्यार्षेयम्,ख
383,आग्नेयपाठः,Kandah 1,अग्नेश्चवैश्वानरस्यार्षेयम्,णा
384,आग्नेयपाठः,Kandah 1,अग्नेश्चवैश्वानरस्यार्षेयम्,|
385,आग्नेयपाठः,Kandah 1,अग्नेश्चवैश्वानरस्यार्षेयम्,पा
386,आग्नेयपाठः,Kandah 1,अग्नेश्चवैश्वानरस्यार्षेयम्,प्ल
387,आग्नेयपाठः,Kandah 1,अग्नेश्चवैश्वानरस्यार्षेयम्,प्ला
388,आग्नेयपाठः,Kandah 1,अग्नेश्चवैश्वानरस्यार्षेयम्,|
389,आग्नेयपाठः,Kandah 1,अग्नेश्चवैश्वानरस्यार्षेयम्,शा
390,आग्नेयपाठः,Kandah 1,अग्नेश्चवैश्वानरस्यार्षेयम्,|
391,आग्नेयपाठः,Kandah 1,सुमित्रस्यचवार्द्धश्वेस्साम,षी
392,आग्नेयपाठः,Kandah 1,सुमित्रस्यचवार्द्धश्वेस्साम,तू
393,आग्नेयपाठः,Kandah 1,सुमित्रस्यचवार्द्धश्वेस्साम,त
394,आग्नेयपाठः,Kandah 1,सुमित्रस्यचवार्द्धश्वेस्साम,श
395,आग्नेयपाठः,Kandah 1,सुमित्रस्यचवार्द्धश्वेस्साम,|
396,आग्नेयपाठः,Kandah 1,सुमित्रस्यचवार्द्धश्वेस्साम,चा
397,आग्नेयपाठः,Kandah 1,सुमित्रस्यचवार्द्धश्वेस्साम,काच्
398,आग्नेयपाठः,Kandah 1,सुमित्रस्यचवार्द्धश्वेस्साम,चा
399,आग्नेयपाठः,Kandah 1,सुमित्रस्यचवार्द्धश्वेस्साम,टि
400,आग्नेयपाठः,Kandah 1,सुमित्रस्यचवार्द्धश्वेस्साम,टा
401,आग्नेयपाठः,Kandah 1,सुमित्रस्यचवार्द्धश्वेस्साम,त
402,आग्नेयपाठः,Kandah 1,सुमित्रस्यचवार्द्धश्वेस्साम,टा
403,आग्नेयपाठः,Kandah 1,सुमित्रस्यचवार्द्धश्वेस्साम,त
404,आग्नेयपाठः,Kandah 1,सुमित्रस्यचवार्द्धश्वेस्साम,श
405,आग्नेयपाठः,Kandah 1,सुमित्रस्यचवार्द्धश्वेस्साम,|
406,आग्नेयपाठः,Kandah 1,सुमित्रस्यचवार्द्धश्वेस्साम,च
407,आग्नेयपाठः,Kandah 1,सुमित्रस्यचवार्द्धश्वेस्साम,या
408,आग्नेयपाठः,Kandah 1,सुमित्रस्यचवार्द्धश्वेस्साम,टा
409,आग्नेयपाठः,Kandah 1,सुमित्रस्यचवार्द्धश्वेस्साम,टा
410,आग्नेयपाठः,Kandah 1,सुमित्रस्यचवार्द्धश्वेस्साम,त
411,आग्नेयपाठः,Kandah 1,सुमित्रस्यचवार्द्धश्वेस्साम,टा
412,आग्नेयपाठः,Kandah 1,सुमित्रस्यचवार्द्धश्वेस्साम,त
413,आग्नेयपाठः,Kandah 1,सुमित्रस्यचवार्द्धश्वेस्साम,श
414,आग्नेयपाठः,Kandah 1,सुमित्रस्यचवार्द्धश्वेस्साम,|
415,आग्नेयपाठः,Kandah 1,सुमित्रस्यचवार्द्धश्वेस्साम,ट
416,आग्नेयपाठः,Kandah 1,सुमित्रस्यचवार्द्धश्वेस्साम,खा
417,आग्नेयपाठः,Kandah 1,सुमित्रस्यचवार्द्धश्वेस्साम,शि
418,आग्नेयपाठः,Kandah 1,सुमित्रस्यचवार्द्धश्वेस्साम,|
419,आग्नेयपाठः,Kandah 1,सुमित्रस्यचवार्द्धश्वेस्साम,ताच्
420,आग्नेयपाठः,Kandah 1,सुमित्रस्यचवार्द्धश्वेस्साम,|
