Sl No,Parva,Kandah <M>,Kandah Name,Sama Name,Swara Symbols
126,तद्वपाठः,Kandah 1,प्रथम खण्डः,मर्गीयवञ्च,ती | टा खि ण | कि तच् का य ट श | की खि ण श | टट् ख शि | तच् ट ख |
127,तद्वपाठः,Kandah 1,प्रथम खण्डः,रौद्रेद्वे,ती | ता ति टा खा शप्ल् त चा खा ण श | क टा त | टा टच् क प प्ल प्लि | शा | षी ती त | कि कु चा था च य ट ख फि खी ण | प श ख प्ला | शा |
128,तद्वपाठः,Kandah 1,प्रथम खण्डः,मार्गीयवञ्चैव,षी ती त | कि षू टि त | च य ट ता | टिट् खा शि | ख |
129,तद्वपाठः,Kandah 1,प्रथम खण्डः,आश्वञ्च,फी की श | षी टि च | क भि त | टि ता | ख |
130,तद्वपाठः,Kandah 1,प्रथम खण्डः,ऐटतेद्वे,तु | ती ट ख शि | ख श | खि ण | ता टट् ख शि | ख श खि ण | ता ट खा शि | ख श | खि ण | ताच् का टा खा श | चा का ता टा खा श | टा खा श | का टाख् |
131,तद्वपाठः,Kandah 1,प्रथम खण्डः,श्रौतकक्षेद्वे,खा प्ली ङ श | टी य का ख ण | त त पि श | क ट खा शि | ख श | षू तू त | का च कि टा त त का ख ण श | टी त त क थ टा ख प्ल | प्ल शा |
132,तद्वपाठः,Kandah 1,प्रथम खण्डः,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,पि शु | चा थाच् का य ट | चा य ट | क प प प्ल् प्ला | शा | पि शू | चा थाच् का य ट टा त श | चा य ट टा त श | टिट् ख शि | ता टाख् |
133,तद्वपाठः,Kandah 1,प्रथम खण्डः,अङगिरसान्निवेष्टौद्वौ इळा,षि तु त | ता चि क च क क टा का टट् त | कु टा का टट् त | की टा ख शि | ख श | तू की खा का फा | तू की चा का फा | तू की ख ण | टिट् त प्ला प्ली | प्ल शा |
134,तद्वपाठः,Kandah 1,प्रथम खण्डः,शय्यातानित्रीणि,तु | कु ता श | का था ट भि ति श | च य टा ति श | टीट् ख शि | ताच् | षि ती त | का था ट भि का कि खा श | च य टा का कि खा श | टीट् ख शि | ताच् | षू तु | का का ख शी | काच् क ख शी | टीट् ख शि | ख श |
135,तद्वपाठः,Kandah 1,प्रथम खण्डः,इन्द्राण्यास्साम,षी ति त | टू ख ण | ख प्ल ख ण | काच् क किच् का खा शि | ख श |
136,तद्वपाठः,Kandah 1,प्रथम खण्डः,गोषूक्तम्,षी तू ती | क कि टा टा टि टि | क टि टा टा टि श | टा ट ख शि | कि टाख् |
137,तद्वपाठः,Kandah 1,प्रथम खण्डः,आश्वसूक्तञ्च,ख शृ | टी तिच् | कि का टू तिच् | ट टि टिच् का टट् ख शि | कि टाख् |
